,name,locs
162,data/16/135191338.npy,"[[2 0]
 [3 0]
 [4 3]]"
163,data/16/135191339.npy,[]
164,data/16/135191340.npy,[]
165,data/16/135191341.npy,"[[ 0  0]
 [ 1  0]
 [10  0]
 [11  0]
 [ 0  1]
 [10  1]
 [11  1]
 [11  2]
 [12  2]
 [12  3]
 [13  3]
 [13  4]
 [ 9  9]
 [ 9 10]
 [10 10]
 [ 1 11]
 [11 11]
 [12 11]]"
166,data/16/135191342.npy,[]
167,data/16/135191343.npy,"[[ 2  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 0  1]
 [ 1  1]
 [ 2  1]
 [ 3  1]
 [ 4  1]
 [ 5  1]
 [ 6  1]
 [ 7  1]
 [12  1]
 [ 0  2]
 [ 1  2]
 [ 6  2]
 [10  2]
 [ 0  3]
 [ 1  3]
 [ 3  3]
 [ 4  3]
 [ 6  3]
 [ 1  4]
 [11  4]
 [ 9  5]
 [ 7  6]
 [ 8  6]
 [ 9  6]
 [ 2  7]
 [ 7  7]
 [ 8  7]
 [ 9  7]
 [ 6  8]
 [ 7  8]
 [ 8  8]
 [ 9  8]
 [10  8]
 [ 5  9]
 [ 6  9]
 [10  9]
 [ 4 10]
 [ 5 10]
 [ 0 11]
 [ 4 11]
 [ 0 12]
 [ 1 13]]"
168,data/16/135191344.npy,[]
169,data/16/135191346.npy,[]
170,data/16/135191348.npy,"[[ 2  0]
 [ 3  0]
 [ 5  0]
 [ 3  1]
 [ 5  1]
 [ 4  2]
 [ 5  2]
 [ 6  2]
 [ 7  2]
 [ 8  2]
 [ 5  3]
 [ 7  3]
 [ 8  3]
 [10  3]
 [ 5  4]
 [ 6  4]
 [ 7  4]
 [ 8  4]
 [ 9  4]
 [10  4]
 [11  4]
 [12  4]
 [13  4]
 [ 7  5]
 [ 8  5]
 [ 9  5]
 [10  5]
 [11  5]
 [12  5]
 [13  5]
 [ 7  6]
 [ 8  6]
 [ 9  6]
 [10  6]
 [11  6]
 [12  6]
 [13  6]
 [ 9  7]
 [10  7]
 [11  7]
 [12  7]
 [13  7]
 [ 9  8]
 [10  8]
 [11  8]
 [12  8]
 [13  8]
 [10  9]
 [11  9]
 [12  9]
 [13  9]
 [ 6 10]
 [11 10]
 [12 10]
 [13 10]
 [ 5 11]
 [ 6 11]
 [ 7 11]
 [ 8 11]
 [12 11]
 [ 5 12]
 [ 6 12]
 [ 7 12]
 [ 8 12]
 [ 9 13]
 [10 13]]"
171,data/16/135191349.npy,[[8 3]]
172,data/16/135191350.npy,"[[ 9  5]
 [10  5]
 [12  5]
 [ 7  6]
 [ 8  6]
 [ 9  6]
 [10  6]
 [11  6]
 [12  6]
 [13  6]
 [12  7]
 [13  7]
 [ 1  8]
 [ 2  8]
 [12  8]
 [ 1  9]
 [ 2  9]
 [ 3  9]
 [ 1 10]
 [ 2 10]
 [ 3 10]
 [ 4 10]
 [ 5 10]
 [ 6 10]
 [ 0 11]
 [ 1 11]
 [ 4 11]
 [ 5 11]
 [ 6 11]
 [10 11]
 [13 11]
 [ 0 12]
 [ 1 12]
 [ 5 12]
 [ 6 12]
 [ 9 12]
 [10 12]
 [12 12]
 [ 0 13]
 [ 1 13]
 [ 4 13]
 [ 5 13]
 [ 9 13]
 [10 13]
 [11 13]
 [12 13]]"
173,data/16/135191351.npy,"[[12  3]
 [11  4]
 [12  4]
 [ 9  9]
 [10 10]
 [11 11]]"
174,data/16/135191352.npy,"[[ 3  0]
 [ 3  2]
 [ 3  3]
 [ 7  3]
 [ 8  4]
 [ 9  4]
 [11  4]
 [12  4]
 [ 0  5]
 [10  5]
 [11  5]
 [12  5]
 [10  6]
 [12  6]
 [ 2  7]
 [ 3  8]
 [ 3  9]
 [ 4  9]
 [ 2 10]
 [ 3 10]
 [ 9 10]
 [ 0 11]
 [ 2 11]
 [ 3 11]
 [ 0 12]
 [ 1 12]
 [ 9 12]
 [10 12]
 [ 0 13]
 [ 1 13]
 [ 9 13]
 [10 13]]"
175,data/16/135191353.npy,"[[ 5  0]
 [ 7  0]
 [ 8  0]
 [ 3  1]
 [ 6  1]
 [ 7  1]
 [ 8  1]
 [ 4  2]
 [ 5  2]
 [ 6  2]
 [ 7  2]
 [10  2]
 [ 5  3]
 [ 6  3]
 [11  3]
 [ 5  4]
 [ 6  4]
 [ 9  4]
 [10  4]
 [11  4]
 [ 2  5]
 [ 9  5]
 [10  5]
 [ 0  6]
 [ 1  6]
 [ 2  6]
 [ 9  6]
 [ 0  7]
 [ 4  7]
 [ 0  8]
 [ 6  8]
 [12  8]
 [ 0  9]
 [ 6  9]
 [ 7 10]
 [ 9 11]
 [ 2 12]
 [ 7 12]
 [ 2 13]
 [ 3 13]]"
176,data/16/135191354.npy,"[[ 8  1]
 [ 9  1]
 [ 2  2]
 [11  2]
 [ 7  3]
 [ 9  3]
 [11  3]
 [ 7  4]
 [ 8  4]
 [ 9  4]
 [ 6  5]
 [ 7  6]
 [ 7  7]
 [11  7]
 [ 6  8]
 [ 7  8]
 [ 6  9]
 [10  9]
 [11  9]
 [12  9]
 [10 10]
 [ 1 11]
 [ 4 11]
 [ 5 11]
 [ 6 11]
 [ 7 11]
 [ 8 11]
 [ 9 11]
 [ 0 12]
 [ 1 12]
 [ 4 12]
 [ 5 12]
 [ 2 13]
 [ 3 13]
 [ 4 13]
 [ 5 13]
 [10 13]
 [12 13]]"
177,data/16/135191355.npy,"[[ 4  0]
 [ 7  0]
 [ 6  1]
 [ 7  1]
 [12  1]
 [ 8  2]
 [ 2  3]
 [ 3  3]
 [ 5  3]
 [ 8  3]
 [ 6  4]
 [ 1  7]
 [ 0  8]
 [ 1  8]
 [ 1  9]
 [ 3 12]
 [ 4 12]
 [ 3 13]]"
178,data/16/135191356.npy,"[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]
 [ 0  1]
 [ 1  1]
 [ 2  1]
 [ 3  1]
 [ 4  1]
 [ 5  1]
 [ 6  1]
 [ 7  1]
 [ 8  1]
 [ 9  1]
 [10  1]
 [11  1]
 [12  1]
 [13  1]
 [ 0  2]
 [ 1  2]
 [ 2  2]
 [ 3  2]
 [ 4  2]
 [ 5  2]
 [ 6  2]
 [ 7  2]
 [ 8  2]
 [ 9  2]
 [10  2]
 [11  2]
 [12  2]
 [13  2]
 [ 0  3]
 [ 1  3]
 [ 2  3]
 [ 3  3]
 [ 4  3]
 [ 5  3]
 [ 6  3]
 [ 7  3]
 [ 8  3]
 [ 9  3]
 [10  3]
 [11  3]
 [12  3]
 [13  3]
 [ 0  4]
 [ 1  4]
 [ 2  4]
 [ 3  4]
 [ 4  4]
 [ 5  4]
 [ 6  4]
 [ 7  4]
 [ 8  4]
 [ 9  4]
 [10  4]
 [11  4]
 [12  4]
 [13  4]
 [ 0  5]
 [ 1  5]
 [ 2  5]
 [ 3  5]
 [ 4  5]
 [ 5  5]
 [ 6  5]
 [ 7  5]
 [ 8  5]
 [ 9  5]
 [10  5]
 [11  5]
 [12  5]
 [13  5]
 [ 0  6]
 [ 1  6]
 [ 2  6]
 [ 3  6]
 [ 4  6]
 [ 5  6]
 [ 6  6]
 [ 7  6]
 [ 8  6]
 [ 9  6]
 [10  6]
 [11  6]
 [12  6]
 [13  6]
 [ 0  7]
 [ 1  7]
 [ 2  7]
 [ 3  7]
 [ 4  7]
 [ 5  7]
 [ 6  7]
 [ 7  7]
 [ 8  7]
 [ 9  7]
 [10  7]
 [11  7]
 [12  7]
 [13  7]
 [ 0  8]
 [ 1  8]
 [ 2  8]
 [ 3  8]
 [ 4  8]
 [ 5  8]
 [ 6  8]
 [ 7  8]
 [ 8  8]
 [ 9  8]
 [10  8]
 [11  8]
 [12  8]
 [13  8]
 [ 0  9]
 [ 1  9]
 [ 2  9]
 [ 3  9]
 [ 4  9]
 [ 5  9]
 [ 6  9]
 [ 7  9]
 [ 8  9]
 [ 9  9]
 [10  9]
 [11  9]
 [12  9]
 [13  9]
 [ 0 10]
 [ 1 10]
 [ 2 10]
 [ 3 10]
 [ 4 10]
 [ 5 10]
 [ 6 10]
 [ 7 10]
 [ 8 10]
 [ 9 10]
 [10 10]
 [11 10]
 [12 10]
 [13 10]
 [ 0 11]
 [ 1 11]
 [ 2 11]
 [ 3 11]
 [ 4 11]
 [ 5 11]
 [ 6 11]
 [ 7 11]
 [ 8 11]
 [ 9 11]
 [10 11]
 [11 11]
 [12 11]
 [13 11]
 [ 0 12]
 [ 1 12]
 [ 2 12]
 [ 3 12]
 [ 4 12]
 [ 5 12]
 [ 6 12]
 [ 7 12]
 [ 8 12]
 [ 9 12]
 [10 12]
 [11 12]
 [12 12]
 [13 12]
 [ 0 13]
 [ 1 13]
 [ 2 13]
 [ 3 13]
 [ 4 13]
 [ 5 13]
 [ 6 13]
 [ 7 13]
 [ 8 13]
 [ 9 13]
 [10 13]
 [11 13]
 [12 13]
 [13 13]]"
179,data/16/135191357.npy,"[[ 0  0]
 [ 1  0]
 [ 0  1]
 [ 0  2]
 [ 1  3]
 [ 2  3]
 [11  3]
 [ 0  4]
 [ 1  4]
 [11  4]
 [12  4]
 [ 0  5]
 [ 1  5]
 [ 8  5]
 [ 1  6]
 [ 2  6]
 [ 8  6]
 [ 1  7]
 [ 2  7]
 [11  7]
 [13  7]
 [13  8]
 [ 3  9]
 [ 4  9]
 [ 9  9]
 [13  9]
 [ 0 10]
 [ 8 10]
 [10 10]
 [ 7 11]
 [ 8 11]
 [ 9 11]
 [10 11]
 [ 5 12]
 [ 6 12]
 [10 12]
 [11 12]
 [ 5 13]
 [ 6 13]
 [10 13]
 [11 13]]"
180,data/16/135191358.npy,"[[ 2  1]
 [12  1]
 [13  1]
 [ 1  2]
 [ 2  2]
 [11  2]
 [ 2  3]
 [ 2  4]
 [ 8  4]
 [ 9  4]
 [ 9  5]
 [ 3  8]
 [ 9  8]
 [ 3  9]
 [ 4  9]
 [ 8 10]
 [ 9 11]]"
181,data/16/135191360.npy,[]
182,data/16/135191361.npy,"[[12  0]
 [13  0]
 [ 8  1]
 [12  1]
 [13  1]
 [ 2  3]
 [ 3  3]
 [ 2  4]
 [ 3  4]
 [ 9  4]
 [ 1  5]
 [ 6  5]
 [ 7  5]
 [ 8  5]
 [ 9  5]
 [10  5]
 [11  5]
 [12  5]
 [ 1  6]
 [ 6  6]
 [ 7  6]
 [ 1  7]
 [ 7  7]
 [ 2  9]]"
183,data/16/135191366.npy,[[12  6]]
184,data/16/135191367.npy,"[[ 1  0]
 [ 8  0]
 [11  0]
 [ 1  1]
 [ 4  1]
 [ 5  1]
 [ 6  1]
 [11  1]
 [ 0  2]
 [ 4  2]
 [ 5  2]
 [ 6  2]
 [13  2]
 [ 3  3]
 [ 4  3]
 [ 7  3]
 [13  3]
 [ 3  4]
 [ 4  4]
 [ 5  4]
 [ 8  4]
 [ 3  5]
 [ 5  5]
 [ 6  5]
 [ 7  5]
 [ 5  6]
 [ 6  6]
 [ 7  6]
 [ 1  7]
 [ 5  7]
 [ 6  7]
 [ 7  7]
 [ 8  7]
 [10  7]
 [11  7]
 [ 1  8]
 [ 8  8]
 [ 9  8]
 [10  8]
 [ 0  9]
 [ 1  9]
 [ 9  9]
 [10  9]
 [ 0 10]
 [ 1 10]
 [ 7 10]
 [ 8 10]
 [ 0 11]
 [ 5 11]
 [ 7 11]
 [ 8 11]
 [ 0 12]
 [ 5 12]
 [ 7 12]
 [10 12]
 [11 12]
 [12 12]
 [10 13]
 [11 13]
 [12 13]]"
185,data/16/135191368.npy,"[[ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 4  1]
 [ 5  1]
 [ 6  1]
 [ 7  1]
 [ 8  1]
 [ 9  1]
 [ 6  2]
 [ 7  2]
 [ 8  2]
 [ 9  2]
 [10  2]
 [11  3]
 [ 3  5]
 [ 3  6]
 [ 4  6]
 [ 5  6]
 [ 6  6]
 [ 7  6]
 [ 8  6]
 [ 9  6]
 [10  6]
 [11  6]
 [11  7]
 [12  7]
 [12  8]
 [12  9]
 [13  9]
 [ 2 11]
 [ 4 11]
 [ 4 12]
 [ 7 12]]"
186,data/16/135191369.npy,"[[ 3  0]
 [10  0]
 [12  0]
 [13  0]
 [ 3  1]
 [ 9  1]
 [10  1]
 [ 2  2]
 [ 3  2]
 [ 4  2]
 [10  2]
 [ 4  3]
 [ 5  3]
 [ 0  4]
 [ 2  4]
 [ 5  4]
 [ 6  4]
 [ 7  4]
 [ 2  5]
 [ 3  5]
 [ 2  6]
 [ 3  6]
 [ 9  6]
 [10  6]
 [ 2  7]
 [ 3  7]
 [ 7  7]
 [ 1  8]
 [ 5  8]
 [ 6  8]
 [ 1  9]
 [ 1 10]
 [ 2 10]
 [ 5 10]
 [11 10]
 [ 2 11]
 [ 3 11]
 [ 2 12]
 [ 3 12]
 [ 5 12]
 [ 0 13]
 [ 1 13]
 [ 7 13]
 [ 8 13]
 [ 9 13]]"
187,data/16/135191370.npy,"[[10  0]
 [10  1]
 [11  2]
 [12  2]
 [ 1  3]
 [ 3  3]
 [ 4  3]
 [ 5  3]
 [ 9  3]
 [13  3]
 [ 0  4]
 [ 1  4]
 [ 0  5]
 [ 2  6]
 [ 3  6]
 [ 4  6]
 [ 8  6]
 [ 9  6]
 [ 2  7]
 [ 5  7]
 [12  7]
 [ 5  8]
 [ 6  8]
 [12  8]
 [13  8]
 [ 1  9]
 [ 6  9]
 [12  9]
 [ 0 10]
 [ 1 10]
 [ 6 10]
 [ 7 10]
 [ 9 10]
 [10 10]
 [ 7 11]
 [ 8 11]
 [ 9 11]
 [ 2 12]
 [ 6 12]
 [ 7 12]
 [ 9 12]
 [10 12]
 [11 12]
 [ 7 13]
 [ 8 13]
 [ 9 13]
 [11 13]]"
188,data/16/135191371.npy,"[[1 0]
 [2 0]
 [0 1]
 [1 1]
 [2 1]
 [0 2]
 [0 6]
 [1 6]
 [0 7]
 [1 7]
 [0 8]
 [1 8]
 [2 8]
 [3 8]
 [0 9]
 [1 9]
 [2 9]
 [5 9]]"
189,data/16/135191372.npy,"[[12  1]
 [ 1  2]
 [ 2  2]
 [ 1  5]
 [ 7  5]
 [ 1  7]
 [ 1  8]
 [ 3 10]
 [ 7 11]
 [11 12]
 [11 13]]"
190,data/16/135191373.npy,"[[12  0]
 [13  0]
 [11  1]
 [ 3  2]
 [ 4  2]
 [ 4  3]
 [ 0  5]
 [ 9  5]
 [ 7  6]
 [ 2  7]
 [ 3  7]
 [11  7]
 [12  7]
 [13  7]
 [ 7  8]
 [ 8  8]
 [12  8]
 [13  8]
 [10 10]
 [11 10]
 [ 1 11]
 [ 3 11]
 [ 4 11]
 [ 9 11]
 [10 11]
 [11 11]
 [13 13]]"
191,data/16/135191374.npy,"[[13  0]
 [ 1  2]
 [13  2]
 [ 3  3]
 [12  3]
 [13  3]
 [ 3  4]
 [ 5  4]
 [ 6  4]
 [10  4]
 [12  4]
 [13  4]
 [ 2  5]
 [ 3  5]
 [ 5  5]
 [ 6  5]
 [ 7  5]
 [ 9  5]
 [10  5]
 [11  5]
 [12  5]
 [13  5]
 [ 5  6]
 [ 6  6]
 [ 7  6]
 [ 8  6]
 [10  6]
 [11  6]
 [12  6]
 [13  6]
 [ 6  7]
 [ 7  7]
 [ 8  7]
 [ 9  7]
 [10  7]
 [11  7]
 [12  7]
 [13  7]
 [ 9  8]
 [10  8]
 [11  8]
 [12  8]
 [13  8]
 [ 7  9]
 [10  9]
 [11  9]
 [13  9]
 [ 9 10]
 [10 10]
 [11 10]
 [12 10]
 [13 10]
 [10 11]
 [11 11]
 [13 11]
 [10 12]
 [11 12]
 [12 12]
 [13 12]
 [12 13]
 [13 13]]"
192,data/16/135191375.npy,"[[10  0]
 [13  0]
 [ 6  1]
 [13  1]
 [ 6  2]
 [ 8  2]
 [ 8  3]
 [ 6  4]
 [11  4]
 [ 6  5]
 [11  5]
 [ 6  6]
 [ 7  6]
 [12  6]
 [ 7  7]
 [11 11]]"
193,data/16/135191376.npy,"[[ 2  0]
 [11  1]
 [ 2  3]
 [ 2  6]
 [ 3  6]
 [ 0  8]
 [ 4  9]]"
194,data/16/135191377.npy,"[[11  0]
 [ 3  1]
 [ 9  1]
 [ 0  3]
 [ 2  6]
 [ 2  7]
 [ 0  8]
 [ 1  8]
 [ 3  8]
 [ 7 13]]"
195,data/16/135191378.npy,"[[ 4  0]
 [ 6  1]
 [ 7  1]
 [ 8  1]
 [ 5  2]
 [ 6  2]
 [ 9  2]
 [ 9  3]
 [ 0  5]
 [11  5]
 [ 2  8]
 [13  9]]"
196,data/16/135191381.npy,"[[11  0]
 [12  0]
 [13  0]
 [13  1]
 [ 9  3]
 [ 9  4]
 [10  4]
 [ 1  5]
 [10  9]]"
197,data/16/135191383.npy,"[[ 0  0]
 [ 1  0]
 [ 0  1]
 [ 1  1]
 [ 0  2]
 [ 1  2]
 [ 0  3]
 [ 1  3]
 [ 2  3]
 [ 0  4]
 [ 1  4]
 [ 1  7]
 [ 1  9]
 [ 4  9]
 [ 5  9]
 [ 3 10]
 [ 4 10]
 [ 5 10]
 [ 6 10]
 [ 3 11]
 [ 4 11]
 [ 5 11]
 [ 6 11]
 [ 2 12]
 [ 3 12]
 [ 4 12]
 [ 5 12]
 [ 6 12]
 [ 7 12]
 [11 12]
 [ 3 13]
 [ 4 13]
 [ 5 13]
 [ 6 13]
 [11 13]]"
198,data/16/135191384.npy,"[[ 0  1]
 [ 7  1]
 [ 7  2]
 [ 0  3]
 [ 1  3]
 [ 2  3]
 [ 3  3]
 [ 1  4]
 [ 1 10]]"
199,data/16/135191385.npy,[]
200,data/16/135224653.npy,"[[ 2  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 9  0]
 [12  0]
 [13  0]
 [ 4  1]
 [ 5  1]
 [ 4  2]
 [ 5  2]
 [ 6  2]
 [13  2]
 [ 5  3]
 [ 6  3]
 [11  3]
 [12  3]
 [13  3]
 [ 4  4]
 [ 5  4]
 [ 9  4]
 [10  4]
 [11  4]
 [12  4]
 [13  4]
 [ 4  5]
 [ 5  5]
 [ 9  5]
 [10  5]
 [ 4  6]
 [ 5  6]
 [ 9  6]
 [ 4  7]
 [ 9  7]
 [12  7]
 [13  7]
 [ 4  8]
 [ 8  8]
 [ 9  8]
 [12  8]
 [13  8]
 [ 0  9]
 [ 4  9]
 [ 8  9]
 [ 9  9]
 [ 0 10]
 [ 4 10]
 [ 7 10]
 [ 8 10]
 [ 9 10]
 [ 4 11]
 [ 7 11]
 [ 8 11]
 [ 9 11]
 [ 4 12]
 [ 5 12]
 [ 8 12]
 [ 9 12]
 [10 12]
 [11 12]
 [ 8 13]
 [ 9 13]
 [10 13]
 [11 13]]"
201,data/16/135224654.npy,"[[11  0]
 [12  0]
 [13  0]
 [ 9  1]
 [12  1]
 [13  1]]"
202,data/16/135224655.npy,"[[ 6  4]
 [ 7  5]
 [ 8  7]
 [ 9  7]
 [ 0 11]
 [ 1 11]
 [ 2 11]
 [ 3 11]
 [ 4 11]
 [10 11]
 [ 4 12]
 [ 5 12]
 [ 6 13]
 [ 7 13]]"
203,data/16/135224656.npy,"[[ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]
 [ 6  1]
 [ 7  1]
 [ 8  1]
 [ 9  1]
 [10  1]
 [11  1]
 [12  1]
 [13  1]
 [ 5  2]
 [ 6  2]
 [ 7  2]
 [ 8  2]
 [ 9  2]
 [10  2]
 [11  2]
 [12  2]
 [13  2]
 [ 4  3]
 [ 5  3]
 [ 6  3]
 [ 7  3]
 [ 8  3]
 [ 9  3]
 [10  3]
 [11  3]
 [12  3]
 [13  3]
 [ 4  4]
 [ 5  4]
 [ 6  4]
 [ 7  4]
 [ 8  4]
 [ 9  4]
 [10  4]
 [11  4]
 [12  4]
 [13  4]
 [ 4  5]
 [ 5  5]
 [ 6  5]
 [ 7  5]
 [ 8  5]
 [ 9  5]
 [10  5]
 [11  5]
 [ 2  6]
 [ 3  6]
 [ 5  6]
 [ 6  6]
 [ 7  6]
 [ 8  6]
 [ 9  6]
 [10  6]
 [11  6]
 [12  6]
 [ 3  7]
 [ 4  7]
 [ 6  7]
 [ 7  7]
 [ 8  7]
 [ 9  7]
 [10  7]
 [11  7]
 [ 4  8]
 [ 5  8]
 [ 7  8]
 [ 8  8]
 [ 9  8]
 [10  8]
 [11  8]
 [ 4  9]
 [ 5  9]
 [ 6  9]
 [ 8  9]
 [ 9  9]
 [10  9]
 [12  9]
 [ 4 10]
 [ 5 10]
 [ 7 10]
 [ 8 10]
 [ 9 10]
 [11 10]
 [12 10]
 [13 10]
 [ 3 11]
 [ 4 11]
 [ 5 11]
 [ 6 11]
 [10 11]
 [11 11]
 [12 11]
 [13 11]
 [ 3 12]
 [ 4 12]
 [ 5 12]
 [ 6 12]
 [10 12]
 [13 12]
 [ 0 13]
 [ 1 13]
 [ 2 13]
 [ 3 13]
 [ 4 13]
 [ 5 13]
 [10 13]
 [11 13]
 [12 13]
 [13 13]]"
204,data/16/135224659.npy,"[[ 2  0]
 [ 3  0]
 [ 6  0]
 [ 7  0]
 [12  0]
 [13  0]
 [ 6  1]
 [ 7  1]
 [12  1]
 [13  1]
 [ 3  2]
 [ 7  2]
 [ 8  2]
 [13  2]
 [ 6  3]
 [ 7  3]
 [ 8  3]
 [13  3]
 [ 4  4]
 [ 7  4]
 [ 7  5]
 [ 8  5]
 [ 7  6]
 [ 2  7]
 [ 3  7]
 [ 4  7]
 [ 5  7]
 [ 6  7]
 [ 7  7]
 [ 8  7]
 [ 2  8]
 [ 3  8]
 [ 4  8]
 [ 6  8]
 [ 7  8]
 [ 8  8]
 [ 4  9]
 [ 6  9]
 [ 7  9]
 [ 7 10]
 [ 8 10]
 [ 4 11]
 [ 5 11]
 [ 7 12]
 [ 8 12]
 [ 9 12]
 [ 8 13]]"
205,data/16/135224660.npy,"[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]
 [ 0  1]
 [ 1  1]
 [ 2  1]
 [ 3  1]
 [ 4  1]
 [ 6  1]
 [ 7  1]
 [ 8  1]
 [ 9  1]
 [10  1]
 [11  1]
 [12  1]
 [13  1]
 [ 0  2]
 [ 1  2]
 [ 2  2]
 [ 3  2]
 [ 4  2]
 [ 6  2]
 [ 7  2]
 [ 8  2]
 [ 9  2]
 [10  2]
 [11  2]
 [12  2]
 [13  2]
 [ 0  3]
 [ 1  3]
 [ 2  3]
 [ 3  3]
 [ 4  3]
 [ 5  3]
 [ 6  3]
 [ 7  3]
 [ 8  3]
 [ 9  3]
 [10  3]
 [11  3]
 [12  3]
 [13  3]
 [ 0  4]
 [ 1  4]
 [ 2  4]
 [ 3  4]
 [ 4  4]
 [ 5  4]
 [ 7  4]
 [ 8  4]
 [ 9  4]
 [12  4]
 [13  4]
 [ 0  5]
 [ 1  5]
 [ 2  5]
 [ 3  5]
 [ 4  5]
 [ 8  5]
 [ 9  5]
 [12  5]
 [13  5]
 [ 0  6]
 [ 1  6]
 [ 2  6]
 [ 3  6]
 [ 4  6]
 [13  6]
 [ 0  7]
 [ 1  7]
 [ 2  7]
 [ 3  7]
 [ 4  7]
 [ 5  7]
 [ 6  7]
 [ 7  7]
 [ 8  7]
 [ 9  7]
 [11  7]
 [ 0  8]
 [ 1  8]
 [ 2  8]
 [ 3  8]
 [ 4  8]
 [ 5  8]
 [ 6  8]
 [ 7  8]
 [ 8  8]
 [ 9  8]
 [10  8]
 [11  8]
 [ 0  9]
 [ 1  9]
 [ 2  9]
 [ 3  9]
 [ 4  9]
 [ 5  9]
 [ 6  9]
 [ 7  9]
 [ 8  9]
 [ 9  9]
 [10  9]
 [ 0 10]
 [ 1 10]
 [ 3 10]
 [ 4 10]
 [ 5 10]
 [ 6 10]
 [ 7 10]
 [ 8 10]
 [ 9 10]
 [10 10]
 [12 10]
 [ 0 11]
 [ 4 11]
 [ 8 11]
 [ 9 11]
 [11 11]
 [12 11]
 [ 9 12]]"
206,data/16/135224661.npy,"[[ 3  0]
 [ 4  0]
 [ 3  1]
 [ 4  1]
 [ 5  1]
 [ 4  2]
 [ 5  2]
 [ 6  2]
 [12  2]
 [ 4  3]
 [ 5  3]
 [ 6  3]
 [ 7  3]
 [ 8  3]
 [12  3]
 [ 5  4]
 [ 6  4]
 [ 7  4]
 [ 8  4]
 [12  4]
 [11  5]
 [ 9  6]
 [10  6]
 [11  6]
 [12  6]
 [ 7  7]
 [ 8  7]
 [ 9  7]
 [10  7]
 [11  7]
 [12  7]
 [13  7]
 [ 7  8]
 [ 8  8]
 [ 9  8]
 [10  8]
 [11  8]
 [12  8]
 [13  8]
 [ 8  9]
 [ 9  9]
 [10  9]
 [11  9]
 [12  9]
 [13  9]
 [ 8 10]
 [ 9 10]
 [10 10]
 [11 10]
 [12 10]
 [13 10]
 [ 8 11]
 [ 9 11]
 [10 11]
 [11 11]
 [12 11]
 [13 11]
 [10 12]
 [11 12]
 [12 12]
 [13 12]
 [10 13]
 [11 13]
 [12 13]
 [13 13]]"
207,data/16/135224662.npy,"[[ 0  0]
 [ 3  0]
 [ 9  0]
 [ 0  1]
 [12  1]
 [ 4  2]
 [ 3  3]
 [ 4  3]
 [ 0  4]
 [ 1  4]
 [ 7  4]
 [ 0  5]
 [ 3  5]
 [ 2  6]
 [ 3  6]
 [ 4  8]
 [ 9  8]
 [13  8]
 [ 6  9]
 [13  9]
 [ 6 10]
 [ 9 10]
 [10 10]
 [ 6 11]
 [12 11]
 [ 6 12]
 [ 9 12]
 [10 12]
 [11 12]
 [12 12]
 [13 12]
 [ 2 13]
 [10 13]
 [11 13]]"
208,data/16/135224663.npy,"[[ 6  0]
 [12  0]
 [12  1]
 [13  1]
 [11  2]
 [13  2]
 [ 3  4]
 [10  4]
 [10  5]
 [ 5  6]
 [ 6  6]
 [ 0  7]
 [ 1  7]
 [ 2  7]
 [ 5  7]
 [ 0  8]
 [ 3  8]
 [ 0  9]
 [ 3  9]
 [ 3 10]
 [11 10]]"
209,data/16/135224664.npy,"[[0 0]
 [1 0]
 [4 0]
 [0 1]
 [1 1]
 [2 1]
 [3 1]
 [1 2]
 [0 3]]"
210,data/16/135224665.npy,[]
211,data/16/135224666.npy,[]
212,data/16/135224667.npy,"[[13  0]
 [12  1]
 [13  1]
 [ 2  4]
 [10  5]
 [12  8]
 [13  8]
 [ 9 11]
 [10 11]]"
213,data/16/135224669.npy,"[[ 4  0]
 [ 4  1]
 [ 0  2]
 [ 2  3]
 [ 4  4]
 [ 9  4]
 [12  4]
 [ 1  5]
 [ 2  5]
 [ 6  5]
 [ 5  6]
 [ 4  8]
 [ 1  9]
 [ 5  9]
 [ 6  9]
 [ 8  9]
 [ 3 10]
 [ 5 10]
 [ 6 10]
 [12 10]
 [ 7 11]
 [12 11]
 [ 0 12]
 [ 1 12]
 [ 5 12]
 [11 12]
 [12 12]
 [13 12]
 [10 13]
 [11 13]
 [12 13]]"
